name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Los Angeles,USA",2022-01-01T00:00:00,48.3,48.3,41.6,77.68,0,0,,0,0,,0.4,1,1011.4,25,8.8,0,0,0,,Partially cloudy,partly-cloudy-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-01T01:00:00,48.9,48.9,43.2,80.38,0,0,,0,0,,0.2,1,1012,86.4,3.9,0,0,0,,Partially cloudy,partly-cloudy-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-01T02:00:00,49.9,49.3,42,74.19,0,0,,0,0,,3.3,17,1013.1,81.8,9.6,0,0,0,,Partially cloudy,partly-cloudy-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-01T03:00:00,48.2,48.2,39,70.43,0,0,,0,0,,0.4,357,1013.9,33.5,9.8,0,0,0,,Partially cloudy,partly-cloudy-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-01T04:00:00,48.1,48.1,38.7,69.61,0,0,,0,0,,0.4,357,1014.2,86.1,9.9,0,0,0,,Partially cloudy,partly-cloudy-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-01T05:00:00,47.2,47.2,38.4,71.43,0,0,,0,0,,0.2,359,1015,94.3,9.9,0,0,0,,Overcast,cloudy,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-01T06:00:00,47.1,47.1,35.1,62.93,0,0,,0,0,,0.3,359,1016.1,81.7,9.9,0.1,0,0,,Partially cloudy,partly-cloudy-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-01T07:00:00,47,46.1,33.9,60.24,0,0,,0,0,,3.2,8,1017.5,87,9.9,5,0,0,,Partially cloudy,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-01T08:00:00,47.2,47.2,35,62.6,0,0,,0,0,,0.1,6,1018.6,52.9,9.9,24,0.1,0,,Partially cloudy,partly-cloudy-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-01T09:00:00,51.4,51.4,34.1,51.36,0,0,,0,0,,0.2,360,1019.5,5.2,9.9,58,0.2,1,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-01T10:00:00,56.1,56.1,35.8,46.49,0,0,,0,0,,0.3,7,1019.9,1.7,9.9,393,1.4,4,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-01T11:00:00,57.1,57.1,39.6,51.88,0,0,,0,0,,0.3,0,1020,1.7,9.9,503,1.8,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-01T12:00:00,58.1,58.1,40.6,52.11,0,0,,0,0,,0.3,11,1019.8,1.7,9.9,555,2,6,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-01T13:00:00,59.3,59.3,38.7,46.33,0,0,,0,0,,3.2,292,1019.4,1.7,9.9,476,1.7,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-01T14:00:00,61.1,61.1,38,42.36,0,0,,0,0,,4.8,79,1019.6,1.7,9.9,458,1.6,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-01T15:00:00,60.5,60.5,38.7,44.52,0,0,,0,0,,0.8,3,1020,1.7,9.9,351,1.3,4,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-01T16:00:00,60.2,60.2,38,43.61,0,0,,0,0,,6.1,268,1020.7,1,9.9,40,0.1,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-01T17:00:00,57.1,57.1,39.1,51.02,0,0,,0,0,,3.9,236,1021.7,1,9.9,14,0.1,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-01T18:00:00,54.3,54.3,42.1,63.31,0,0,,0,0,,0.3,352,1022.7,1,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-01T19:00:00,52.6,52.6,42.8,69.08,0,0,,0,0,,0.4,354,1023.1,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-01T20:00:00,50.6,50.6,42.3,73.14,0,0,,0,0,,0.3,358,1023.9,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-01T21:00:00,51.3,51.3,37.3,58.7,0,0,,0,0,,0.3,1,1024.5,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-01T22:00:00,49.2,49.2,34.1,55.87,0,0,,0,0,,0.2,2,1025.1,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-01T23:00:00,50.1,50.1,28,42.14,0,0,,0,0,,0.2,2,1025.1,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T00:00:00,48.1,46.4,27.8,45.09,0,0,,0,0,,4.4,17,1025.2,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T01:00:00,47.3,47.3,27.5,45.94,0,0,,0,0,,0.3,359,1025,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T02:00:00,46.2,45.3,28.4,49.64,0,0,,0,0,,3.1,360,1025.1,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T03:00:00,45.2,45.2,28.1,51.06,0,0,,0,0,,0.2,359,1025.3,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T04:00:00,44.3,44.3,28.8,54.24,0,0,,0,0,,0.3,1,1025.3,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T05:00:00,44.2,44.2,28.7,54.06,0,0,,0,0,,0.4,359,1025.2,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T06:00:00,45,43.5,24.5,44.18,0,0,,0,0,,3.5,1,1025.5,0,9.9,0.1,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T07:00:00,44,41.5,25.1,47.08,0,0,,0,0,,4.7,11,1025.7,0,9.9,5,0,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-02T08:00:00,46.3,45.3,25,42.96,0,0,,0,0,,3.2,11,1025.8,0,9.9,12,0,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-02T09:00:00,50.2,50.2,27.7,41.43,0,0,,0,0,,0.5,3,1026.2,0,9.9,23,0.1,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-02T10:00:00,55.3,55.3,24.7,30.5,0,0,,0,0,,1,50,1026.6,0,9.9,416,1.5,4,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-02T11:00:00,58,58,24.6,27.49,0,0,,0,0,,3.5,20,1025.9,0,9.9,521,1.9,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-02T12:00:00,60.3,60.3,21,21.67,0,0,,0,0,,3.8,68,1024.3,0,9.9,571,2.1,6,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-02T13:00:00,62.3,62.3,18.1,17.92,0,0,,0,0,,4.7,78,1023,0,9.9,556,2,6,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-02T14:00:00,63.2,63.2,16.2,15.95,0,0,,0,0,,3.4,351,1022.1,0,9.9,486,1.7,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-02T15:00:00,63.4,63.4,15.2,15.21,0,0,,0,0,,2.9,0,1021.5,0,9.9,357,1.3,4,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-02T16:00:00,64,64,16.8,15.97,0,0,,0,0,,1.4,246,1021.4,0,9.9,34,0.1,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-02T17:00:00,59,59,33.7,38.46,0,0,,0,0,,6.8,264,1021.4,0,9.9,14,0.1,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-02T18:00:00,55.3,55.3,36.8,49.68,0,0,,0,0,,1,343,1021.4,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T19:00:00,53.4,53.4,37.3,54.24,0,0,,0,0,,1.5,276,1021.7,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T20:00:00,50.6,50.6,38.1,62.01,0,0,,0,0,,0.8,345,1022,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T21:00:00,48.6,48.6,35.8,61.12,0,0,,0,0,,0.8,346,1022.5,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T22:00:00,48.5,48.5,32.2,53.2,0,0,,0,0,,0.2,320,1022.8,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-02T23:00:00,47.4,47.4,29.8,50.23,0,0,,0,0,,0.3,358,1022.8,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T00:00:00,47.2,47.2,27.6,46.22,0,0,,0,0,,0.2,2,1022.7,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T01:00:00,47.2,47.2,26.3,43.89,0,0,,0,0,,0.5,355,1022.7,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T02:00:00,46.2,46.2,26.3,45.64,0,0,,0,0,,0.1,5,1022.1,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T03:00:00,45.1,45.1,26.4,47.58,0,0,,0,0,,3,10,1021.8,1,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T04:00:00,45,43.7,25.5,46.1,0,0,,0,0,,3.2,2,1021.6,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T05:00:00,44.1,44.1,26.2,49.1,0,0,,0,0,,3,20,1021.4,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T06:00:00,44.8,43.6,24.5,44.69,0,0,,0,0,,3.2,8,1022.1,0,9.9,0.1,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T07:00:00,43.2,43.2,26.1,50.7,0,0,,0,0,,2.9,360,1022.5,1,9.9,5,0,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-03T08:00:00,44.3,44.3,27.2,50.78,0,0,,0,0,,0.2,6,1022.7,1,9.9,12,0,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-03T09:00:00,51.1,51.1,26.3,37.87,0,0,,0,0,,0.1,358,1023.3,1,9.9,23,0.1,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-03T10:00:00,56.7,56.7,24.3,28.42,0,0,,0,0,,0,270.8,1023.8,1,9.9,420,1.5,4,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-03T11:00:00,58.1,58.1,24.1,26.82,0,0,,0,0,,0.1,354,1023.2,1,9.9,525,1.9,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-03T12:00:00,60.3,60.3,23.9,24.58,0,0,,0,0,,0.6,354,1022.1,1,9.9,573,2.1,6,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-03T13:00:00,61.1,61.1,33.8,35.83,0,0,,0,0,,1.3,266,1021.7,3,9.9,550,2,6,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-03T14:00:00,60.3,60.3,35,38.73,0,0,,0,0,,3.9,277,1021.5,3,9.9,479,1.7,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-03T15:00:00,60.2,60.2,33.9,37.11,0,0,,0,0,,4.2,265,1021.7,1.7,9.9,354,1.3,4,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-03T16:00:00,59.1,59.1,34.1,38.82,0,0,,0,0,,4.3,248,1021.7,3,9.9,46,0.2,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-03T17:00:00,56.2,56.2,42.4,59.78,0,0,,0,0,,4,259,1022,1.7,9.9,15,0.1,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-03T18:00:00,53.5,53.5,44.8,72.45,0,0,,0,0,,0.7,341,1022.3,1.7,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T19:00:00,51.7,51.7,44.8,77.33,0,0,,0,0,,0.4,240,1022.6,1,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T20:00:00,50.5,50.5,44.8,80.86,0,0,,0,0,,0.6,15,1023.2,1,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T21:00:00,51.3,51.3,44.8,78.35,0,0,,0,0,,3,92,1023.5,1,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T22:00:00,50,50,43.1,77.02,0,0,,0,0,,0.2,4,1023.6,1,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-03T23:00:00,48.1,48.1,42.3,80,0,0,,0,0,,0.2,3,1023.9,1,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T00:00:00,47.2,47.2,41.1,79.26,0,0,,0,0,,0.2,0,1023.7,1,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T01:00:00,45.3,45.3,40,81.43,0,0,,0,0,,0.4,13,1023.6,1.7,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T02:00:00,44.4,44.4,39.8,83.7,0,0,,0,0,,0.3,350,1023.6,1.7,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T03:00:00,43.4,43.4,38,81.1,0,0,,0,0,,0.2,2,1023.7,8.2,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T04:00:00,43.5,43.5,37.1,78.14,0,0,,0,0,,0,0,1023.5,9.7,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T05:00:00,44.1,44.1,35.3,70.94,0,0,,0,0,,0.2,6,1023.4,1.7,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T06:00:00,43.3,43.3,35.2,72.99,0,0,,0,0,,0.2,5,1023.6,1.7,9.9,0.1,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T07:00:00,43.2,43.2,34.4,70.85,0,0,,0,0,,0.2,5,1024.2,3,9.9,7,0,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-04T08:00:00,46.3,46.3,34.5,63.35,0,0,,0,0,,0.3,6,1024.4,3.8,9.9,16,0.1,0,,Clear,clear-day,"KHHR,72295023174,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-04T09:00:00,49.9,49.9,36.7,60.38,0,0,,0,0,,0.2,0,1024.6,1.7,9.8,27,0.1,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-04T10:00:00,53.1,53.1,38.7,57.89,0,0,,0,0,,0.2,351.6,1024.8,1.7,9.8,395,1.4,4,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-04T11:00:00,55.3,55.3,43.1,63.34,0,0,,0,0,,0.2,8,1024.5,1,9.8,495,1.8,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-04T12:00:00,58,58,43.7,59,0,0,,0,0,,0.3,4,1023.4,1.7,9.9,536,1.9,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-04T13:00:00,59.2,59.2,39.6,48.25,0,0,,0,0,,0.8,250,1022.5,1.7,9.9,519,1.9,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-04T14:00:00,61.1,61.1,42.5,50.44,0,0,,0,0,,0.8,343,1021.7,1.7,9.9,450,1.6,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-04T15:00:00,62.1,62.1,41.7,47.24,0,0,,0,0,,0.7,1,1021.1,1,9.9,336,1.2,3,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-04T16:00:00,61.1,61.1,38.3,42.92,0,0,,0,0,,1.3,250,1020.9,1,9.9,40,0.1,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-04T17:00:00,56.2,56.2,44.9,65.86,0,0,,0,0,,5.1,255,1021,0,9.9,52,0.2,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,SE428,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T18:00:00,53.5,53.5,46.1,76.13,0,0,,0,0,,0.5,347,1021.4,0,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T19:00:00,52.6,52.6,46.3,79.18,0,0,,0,0,,0.3,220,1021.4,1,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T20:00:00,52.4,52.4,46.3,79.73,0,0,,0,0,,0.2,352,1021.5,1,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T21:00:00,50.4,50.4,46.3,85.68,0,0,,0,0,,0.2,10,1022,1,8.8,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T22:00:00,50.3,50.3,46.1,85.44,0,0,,0,0,,0.3,130,1021.9,8.2,8.2,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-04T23:00:00,49.2,49.2,46.3,89.54,0,0,,0,0,,0.2,7,1021.6,3.3,8.1,0,0,0,,Clear,clear-night,"KHHR,72295023174,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-05T00:00:00,48.3,48.3,45.1,88.53,0,0,,0,0,,0.3,4,1021.3,3.2,8.1,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-05T01:00:00,49.1,49.1,42.6,78.13,0,0,,0,0,,0.5,101,1020.6,1,9.6,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-05T02:00:00,47.4,47.4,42.4,82.81,0,0,,0,0,,0.1,359,1020.1,1,8.1,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-05T03:00:00,45.5,45.5,42.2,88.26,0,0,,0,0,,0.1,359,1019.9,1,7,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-05T04:00:00,45.3,45.3,42.1,88.54,0,0,,0,0,,0,0,1019.1,1,8.1,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-05T05:00:00,45.2,45.2,41.1,85.25,0,0,,0,0,,0.2,4,1019.1,1,8.1,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-05T06:00:00,44.5,44.5,41,87.33,0,0,,0,0,,0.1,3,1019.6,1,7.2,0.1,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-05T07:00:00,44.6,44.6,40.9,86.72,0,0,,0,0,,0.2,6,1019.8,1,7.3,5,0,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-05T08:00:00,47.5,47.5,42,81.26,0,0,,0,0,,0.3,10,1019.9,1,7.2,14,0.1,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-05T09:00:00,54.9,54.9,40.8,58.91,0,0,,0,0,,0.1,4,1020,1,8.8,29,0.1,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-05T10:00:00,58,58,42.6,56.44,0,0,,0,0,,0.6,18,1020.1,1,7.3,394,1.4,4,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-05T11:00:00,62.2,62.2,38.1,40.82,0,0,,0,0,,0.3,8,1018.9,1,8.2,502,1.8,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-05T12:00:00,64.3,64.3,38.9,39.06,0,0,,0,0,,0.4,355,1017.6,1,7.2,537,1.9,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-05T13:00:00,66.8,66.8,38.4,35.23,0,0,,0,0,,1,348,1016.6,1.7,7.1,533,1.9,5,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-05T14:00:00,66.7,66.7,43.1,42.41,0,0,,0,0,,5,256,1016,1.7,7.1,439,1.6,4,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-05T15:00:00,65.9,65.9,45,46.81,0,0,,0,0,,1,349,1015.6,1,7.3,321,1.2,3,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-05T16:00:00,64.9,64.9,43.7,46.16,0,0,,0,0,,3.6,246,1015.3,1,8.9,36,0.1,0,,Clear,clear-day,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-05T17:00:00,60.3,60.3,47.2,62.01,0,0,,0,0,,0.5,347,1015.6,1,8.9,7,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,F1624,72287493134"
"Los Angeles,USA",2022-01-05T18:00:00,57.3,57.3,48.1,71.39,0,0,,0,0,,0.3,358,1015.8,1,9.9,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-05T19:00:00,55.6,55.6,48.1,75.87,0,0,,0,0,,0,0,1016,0,8.2,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
"Los Angeles,USA",2022-01-05T20:00:00,55.3,55.3,48.1,76.75,0,0,,0,0,,0.3,10,1016,0,8.2,0,0,0,,Clear,clear-night,"KHHR,72295023174,KBUR,KCQT,72295603167,72287493134"
